id,repo_name,owner_name,is_private,project_url,Description,is_forked,api_url,created_at,updated_at,pushed_at,homepage_url,size_in_kb,stargazers_count,watchers_count,language,forks_count,open_issues_count,master_branch,default_branch,Topics,license,model_files,num_model_file,version_sha
96201204,thermoelectric,rkstobart,0,https://github.com/rkstobart/thermoelectric,This is a Simulink toolkit for predicting the behaviour of a thermoelectric generator,0,https://api.github.com/repos/rkstobart/thermoelectric,2017-07-04 09:34:16.000000,2017-07-04 09:45:55.000000,2017-07-17 14:44:34.000000,,,0,0,Matlab,1,0,,master,,GNU General Public License v3.0,"thermoelectric-master/Dynamic_TEG_model/library/LU_TEG.slx,thermoelectric-master/Dynamic_TEG_model/examples/Sku/Tuning_TEM/T_TEM_OCV.slx,thermoelectric-master/Dynamic_TEG_model/examples/ETL/test2/TEMs_CV_test2.slx,thermoelectric-master/Dynamic_TEG_model/examples/ETL/test1/TEMs_CV_test1.slx,thermoelectric-master/Dynamic_TEG_model/examples/ETL/Tuning_TEM/T_TEM_matched.slx,thermoelectric-master/Dynamic_TEG_model/examples/ETL/Tuning_TEM/T_TEM_OCV.slx,thermoelectric-master/Dynamic_TEG_model/examples/ETL/TEG-CAR/TEMs_CAR.slx,thermoelectric-master/Dynamic_TEG_model/examples/ETL/NRTC/TEMs_CV_I1.slx,thermoelectric-master/Dynamic_TEG_model/examples/ETL/3D model/T_TEM_112.slx,",9,f98ddaa9fef1b9c1996c73c3d12ed82b0502ceb4
96558353,L1_AC,LozioAlce,0,https://github.com/LozioAlce/L1_AC,This is a project where an Adaptive Flight Control based on L1 adaptive control is designed and tested using MATLAB/Simulink  [ L1 adaptive control code ],0,https://api.github.com/repos/LozioAlce/L1_AC,2017-07-07 16:52:28.000000,2019-09-30 05:43:48.000000,2018-06-04 21:07:01.000000,,,9,9,Matlab,13,0,,master,"flight-simulator,flight-controller,control-systems",MIT License,"L1_AC-master/Quad/Quad2.slx,L1_AC-master/Fixed Wing/Copy_3_of_L1AC_NAVION_Latest3.slx,",2,d486a1266c01dee0786c4de53d7fd9e2b61bec41
96571805,CNC.Simulink,MatteoRagni,0,https://github.com/MatteoRagni/CNC.Simulink,A CNC simulator in Simulink... a work in progress,0,https://api.github.com/repos/MatteoRagni/CNC.Simulink,2017-07-07 19:49:58.000000,2018-08-03 23:15:08.000000,2017-07-07 19:57:13.000000,,,2,2,Matlab,0,0,,master,,MIT License,"CNC.Simulink-master/drive.slx,",1,68e34bc02d13d538d8ff885568e1abdb42892176
97022596,SDF-MATLAB,ScientificDataFormat,0,https://github.com/ScientificDataFormat/SDF-MATLAB,A MATLAB / Simulink library to work with the Scientific Data Format,0,https://api.github.com/repos/ScientificDataFormat/SDF-MATLAB,2017-07-12 15:17:58.000000,2019-10-07 06:19:35.000000,2017-09-04 14:55:53.000000,,,6,6,Matlab,0,0,,master,,"BSD 3-Clause ""New"" or ""Revised"" License","SDF-MATLAB-master/tests/test_2d.slx,SDF-MATLAB-master/tests/test_1d.slx,SDF-MATLAB-master/NDTable.slx,",3,291394e58dece76b7ed914799233c94c9be27aad
98573039,udp-simulator,paulmarcliu,0,https://github.com/paulmarcliu/udp-simulator,"Simulink Framework to run MIL, SIL, and HIL.  This example simulates a udp client.",0,https://api.github.com/repos/paulmarcliu/udp-simulator,2017-07-27 19:28:34.000000,2017-07-27 21:31:15.000000,2017-08-24 15:17:24.000000,,,0,0,C,0,0,,master,,MIT License,"udp-simulator-master/udptest.mdl,udp-simulator-master/mdl/udp_library.mdl,",2,cbdf69d0bb058177453814fd61f1fc520d7865f3
99366228,IRIG-B_for_RT,ALSETLab,0,https://github.com/ALSETLab/IRIG-B_for_RT,IRIG-B Signal Generator Code in Matlab/Simulink for use with Real-Time Simulators,0,https://api.github.com/repos/ALSETLab/IRIG-B_for_RT,2017-08-04 17:37:15.000000,2018-08-17 16:03:32.000000,2017-08-12 02:56:05.000000,,,2,2,Matlab,0,0,,master,,GNU General Public License v3.0,"IRIG-B_for_RT-master/00_source/irig_only.mdl,IRIG-B_for_RT-master/00_source/irig_final.mdl,",2,e57df18705b477da83654d58d6416132021293c1
99739521,simulink-high-low-bandpass-laplacian-filter,sh0umik,0,https://github.com/sh0umik/simulink-high-low-bandpass-laplacian-filter,"Simulink Model to Simulate Low Pass , High Pass , Band Pass , Band Reject and Laplacian Filter",0,https://api.github.com/repos/sh0umik/simulink-high-low-bandpass-laplacian-filter,2017-08-08 21:57:22.000000,2017-08-08 21:57:22.000000,2017-08-09 02:37:07.000000,,,0,0,,0,0,,master,,GNU General Public License v2.0,"simulink-high-low-bandpass-laplacian-filter-master/lowpass.mdl,simulink-high-low-bandpass-laplacian-filter-master/laplacian.mdl,simulink-high-low-bandpass-laplacian-filter-master/highpass.mdl,simulink-high-low-bandpass-laplacian-filter-master/bandstop.mdl,simulink-high-low-bandpass-laplacian-filter-master/bandpass.mdl,simulink-high-low-bandpass-laplacian-filter-master/2016/lowpass.slx,simulink-high-low-bandpass-laplacian-filter-master/2016/laplacian.slx,simulink-high-low-bandpass-laplacian-filter-master/2016/highpass.slx,simulink-high-low-bandpass-laplacian-filter-master/2016/bandstop.slx,simulink-high-low-bandpass-laplacian-filter-master/2016/bandpass.slx,",10,483859e382e266663d4ea503075c5b3ea500fd01
99894768,power-system-models,sayonsom,0,https://github.com/sayonsom/power-system-models,Simulink models for electric power systems use cases.,0,https://api.github.com/repos/sayonsom/power-system-models,2017-08-10 07:31:24.000000,2017-08-10 07:36:31.000000,2017-08-10 07:35:43.000000,,,0,0,,0,0,,master,,MIT License,"power-system-models-master/PGEReducedOrderModel.mdl,",1,9a66656610b7d3af777aa800624c80914ce5ddda
100042416,DISCON_Simulink,TUDelft-DataDrivenControl,0,https://github.com/TUDelft-DataDrivenControl/DISCON_Simulink,Tool to compile a Bladed style DLL controller from Simulink for use in OpenFAST or Bladed,0,https://api.github.com/repos/TUDelft-DataDrivenControl/DISCON_Simulink,2017-08-11 14:51:27.000000,2019-07-05 19:03:14.000000,2019-07-05 19:03:12.000000,,,0,0,C,2,0,,master,,MIT License,"DISCON_Simulink-master/Simulink_64bit/DISCON_NREL5MW.slx,DISCON_Simulink-master/Simulink_64bit/DISCON_Empty.slx,DISCON_Simulink-master/Simulink_32bit/BlankCntrlr_model.mdl,",3,e9efb2836de01e1c53def6b7c1c1a27687a8f04c
100381142,Omega6_Simulink_Integration,AlaaAlassi,0,https://github.com/AlaaAlassi/Omega6_Simulink_Integration,This repository contains the necessary files/ setup steps /codes to interface the haptic device Omega6 with Simulink,0,https://api.github.com/repos/AlaaAlassi/Omega6_Simulink_Integration,2017-08-15 13:39:50.000000,2017-11-27 11:35:38.000000,2017-11-27 12:42:35.000000,,,0,0,C++,0,0,,master,,MIT License,"Omega6_Simulink_Integration-master/OmegaTest.slx,",1,ecd801db7f4a7d2ec98bcb8cd09a018b888f27f9
100999374,cocoSim2,coco-team,0,https://github.com/coco-team/cocoSim2,Automated Analysis Framework for Simulink/Stateflow,0,https://api.github.com/repos/coco-team/cocoSim2,2017-08-21 23:02:08.000000,2020-01-28 12:57:48.000000,2020-02-01 07:05:57.000000,https://coco-team.github.io/cocosim/,,8,8,Matlab,2,6,,master,,Other,"cocoSim2-master/src/frontEnd/pp/common/verification_template.slx,cocoSim2-master/src/frontEnd/pp/common/gal_lib.slx,cocoSim2-master/src/frontEnd/IR/example/Model_example.slx,cocoSim2-master/libs/contract/Kind.slx,cocoSim2-master/libs/contract/CoCoSimSpecification_r2015a.slx,cocoSim2-master/libs/contract/CoCoSimSpecification.slx,cocoSim2-master/examples/properties/unsafe_1.mdl,cocoSim2-master/examples/properties/two_property.mdl,cocoSim2-master/examples/properties/safe_math_functions.slx,cocoSim2-master/examples/properties/safe_1.mdl,cocoSim2-master/examples/properties/assumption.slx,cocoSim2-master/examples/properties/assertion.mdl,cocoSim2-master/examples/properties/AltitudeControl_Demo.slx,cocoSim2-master/examples/contract/bacteriaPopulationTruthTable.slx,cocoSim2-master/examples/contract/bacteriaPopulationStateflow.slx,cocoSim2-master/examples/contract/bacteriaPopulationDemo.slx,cocoSim2-master/examples/contract/bacteriaPopulation.slx,cocoSim2-master/examples/contract/absolute.slx,cocoSim2-master/examples/contract/StopwatchSpec.slx,cocoSim2-master/examples/contract/DoorLockInvalid.slx,cocoSim2-master/examples/contract/DoorLockCompositionalHtml.slx,cocoSim2-master/examples/contract/DoorLockCompositional.slx,cocoSim2-master/examples/contract/DoorLock.slx,cocoSim2-master/examples/contract/DaysEnumInvalid.slx,cocoSim2-master/examples/contract/DaysEnum.slx,cocoSim2-master/examples/StateFlow/MicrowaveV2.mdl,cocoSim2-master/examples/StateFlow/MicrowaveCex.slx,cocoSim2-master/examples/StateFlow/Arrays1V2.mdl,",28,6f80b956c1f493e48e341aff939d4f713f0952a9
101273960,OrbitPropagator,nauaneed,0,https://github.com/nauaneed/OrbitPropagator,Simple J2 propagator modeled in Simulink,0,https://api.github.com/repos/nauaneed/OrbitPropagator,2017-08-24 08:48:28.000000,2019-08-31 19:22:48.000000,2017-08-24 13:55:14.000000,,,2,2,Matlab,1,0,,master,"adcs,aocs,orbital-mechanics,orbital-simulation,orbit,position,velocity,satellite,satellite-prediction,aerospace,aerospace-engineering,simulations,simulink,vrml,virtual-reality,3d,3d-graphics",GNU Affero General Public License v3.0,"OrbitPropagator-master/J2Propagator.slx,",1,3a3fea6d72950142d48fc37de7df1fc9dc35d271
101298708,AttitudePropagator,nauaneed,0,https://github.com/nauaneed/AttitudePropagator,A satellite attitude propagator built upon J2 orbit propagator (with a VRML visualisation option) in Simulink.,0,https://api.github.com/repos/nauaneed/AttitudePropagator,2017-08-24 13:37:31.000000,2019-08-31 19:22:38.000000,2017-08-24 14:26:44.000000,,,1,1,Matlab,0,0,,master,,GNU Affero General Public License v3.0,"AttitudePropagator-master/AttAndOrbitPropagator.slx,",1,81852510fc6eeb1922c844ff353085295f07bedb
101492265,Exploring-Design-Verifier,natasha-jeppu,0,https://github.com/natasha-jeppu/Exploring-Design-Verifier,A set of Simulink blocks to explore Design Verifier in Flight Controls,0,https://api.github.com/repos/natasha-jeppu/Exploring-Design-Verifier,2017-08-26 14:50:44.000000,2017-08-26 14:57:42.000000,2017-08-26 14:55:53.000000,,,0,0,,0,0,,master,,"BSD 2-Clause ""Simplified"" License","Exploring-Design-Verifier-master/wow_fail_prove.slx,Exploring-Design-Verifier-master/wow_correct_prove.slx,Exploring-Design-Verifier-master/window_counter_test.slx,Exploring-Design-Verifier-master/window_counter_prove.slx,Exploring-Design-Verifier-master/rate_limit_prove.slx,Exploring-Design-Verifier-master/priority_prove.slx,Exploring-Design-Verifier-master/priority_01_prove.slx,Exploring-Design-Verifier-master/priority_01_error.slx,Exploring-Design-Verifier-master/logical_hystersis_prove.slx,Exploring-Design-Verifier-master/integ_verify_prove.slx,Exploring-Design-Verifier-master/delay_on_off_test.slx,Exploring-Design-Verifier-master/delay_on_off_prove.slx,Exploring-Design-Verifier-master/compare_error_prove.slx,Exploring-Design-Verifier-master/TFS.slx,",14,aabbbafb088bfe1abb740eb573f283dc9913c567
101492962,Exploring-Simulink-Design-Verifier-2,natasha-jeppu,0,https://github.com/natasha-jeppu/Exploring-Simulink-Design-Verifier-2,A Simulink Design Verifier applied to Autopilot Mode Transition,0,https://api.github.com/repos/natasha-jeppu/Exploring-Simulink-Design-Verifier-2,2017-08-26 15:01:49.000000,2017-08-26 15:05:28.000000,2017-08-26 15:05:28.000000,,,0,0,Matlab,0,0,,master,,"BSD 2-Clause ""Simplified"" License","Exploring-Simulink-Design-Verifier-2-master/mutant9_sdv_prove.slx,Exploring-Simulink-Design-Verifier-2-master/mutant9.slx,Exploring-Simulink-Design-Verifier-2-master/mutant8.slx,Exploring-Simulink-Design-Verifier-2-master/mutant7_sdv_prove.slx,Exploring-Simulink-Design-Verifier-2-master/mutant7.slx,Exploring-Simulink-Design-Verifier-2-master/mutant6_sdv_prove.slx,Exploring-Simulink-Design-Verifier-2-master/mutant6.slx,Exploring-Simulink-Design-Verifier-2-master/mutant5_sdv_prove.slx,Exploring-Simulink-Design-Verifier-2-master/mutant5.slx,Exploring-Simulink-Design-Verifier-2-master/mutant4_sdv_prove.slx,Exploring-Simulink-Design-Verifier-2-master/mutant4.slx,Exploring-Simulink-Design-Verifier-2-master/mutant3_sdv_prove.slx,Exploring-Simulink-Design-Verifier-2-master/mutant3.slx,Exploring-Simulink-Design-Verifier-2-master/mutant2_sdv_prove.slx,Exploring-Simulink-Design-Verifier-2-master/mutant2.slx,Exploring-Simulink-Design-Verifier-2-master/mutant1_sdv_prove.slx,Exploring-Simulink-Design-Verifier-2-master/mutant1.slx,Exploring-Simulink-Design-Verifier-2-master/mode_transit_testr.slx,Exploring-Simulink-Design-Verifier-2-master/mode_transit_test.slx,",19,c4a0f98c6f6855796cd2f021deb5068df0fe27e8
101493485,Exploring-Design-Verifier-4,natasha-jeppu,0,https://github.com/natasha-jeppu/Exploring-Design-Verifier-4,This has examples files for exploring Simulink Design Verifier,0,https://api.github.com/repos/natasha-jeppu/Exploring-Design-Verifier-4,2017-08-26 15:10:16.000000,2017-08-26 15:17:15.000000,2017-08-26 15:17:13.000000,,,0,0,HTML,0,0,,master,,"BSD 2-Clause ""Simplified"" License","Exploring-Design-Verifier-4-master/voter_logic_test.mdl,Exploring-Design-Verifier-4-master/voter_logic_harness.mdl,Exploring-Design-Verifier-4-master/voter_logic.mdl,Exploring-Design-Verifier-4-master/updown_sfunbuild_bad.mdl,Exploring-Design-Verifier-4-master/updown_sfunbuild.mdl,Exploring-Design-Verifier-4-master/updown_sfun_bad.mdl,Exploring-Design-Verifier-4-master/updown_sfun.mdl,Exploring-Design-Verifier-4-master/therac_statechart_sldv.mdl,Exploring-Design-Verifier-4-master/Therac_Mcode.mdl,",9,b806332a960fb961973d8938a4deb0e3ed452312
101494013,PorT-Block---Proof-or-Test-Block-for-Simulink-Design-Verifier,natasha-jeppu,0,https://github.com/natasha-jeppu/PorT-Block---Proof-or-Test-Block-for-Simulink-Design-Verifier,A Simulink Design Verifier block to switch between proof and test and set requirement tags as well.,0,https://api.github.com/repos/natasha-jeppu/PorT-Block---Proof-or-Test-Block-for-Simulink-Design-Verifier,2017-08-26 15:18:45.000000,2017-08-26 15:20:16.000000,2017-08-26 15:20:15.000000,,,0,0,Matlab,0,0,,master,,"BSD 2-Clause ""Simplified"" License","PorT-Block---Proof-or-Test-Block-for-Simulink-Design-Verifier-master/test_proof.mdl,",1,e3ed0e05e7351cfecf684a4710ad2d12f7d499b6
101503839,CompleteAttDetSim,nauaneed,0,https://github.com/nauaneed/CompleteAttDetSim,Demonstration of Conventional 2 Sensor Attitude Determination using VRML in Simulink,0,https://api.github.com/repos/nauaneed/CompleteAttDetSim,2017-08-26 18:07:03.000000,2019-11-09 21:12:21.000000,2017-08-26 18:31:47.000000,,,5,5,Matlab,0,0,,master,"attitude,attitude-determination,orientation,orientation-detection,orientation-tracking,earth,satellite,space,aerospace,aerospace-engineering,astrophysics,astronautics,sun,magnetometer,orbital-mechanics,orbital-simulation,orbit,vrml,sun-sensor,igrf",GNU Affero General Public License v3.0,"CompleteAttDetSim-master/CompleteAttDetSim.slx,",1,e0c45c69f103db2a1822791da6753c3f04fe9fec
101972616,SIMULINK-Models,ChalmersRPS,0,https://github.com/ChalmersRPS/SIMULINK-Models,Hub for CRPS Simulink models,0,https://api.github.com/repos/ChalmersRPS/SIMULINK-Models,2017-08-31 07:29:43.000000,2017-08-31 07:29:43.000000,2017-08-31 08:26:57.000000,,,0,0,,0,0,,master,,Apache License 2.0,"SIMULINK-Models-master/SignalExample.slx,",1,d86a8bf34e8f64c588690a0c7903bbc80e423681
102132505,insulin-glucose-model,tommyqpeng,0,https://github.com/tommyqpeng/insulin-glucose-model,My implementation of a insulin-glucose model on MATLAB and Simulink,0,https://api.github.com/repos/tommyqpeng/insulin-glucose-model,2017-09-01 16:30:19.000000,2019-10-21 22:37:32.000000,2017-09-01 16:34:43.000000,,,1,1,Matlab,0,0,,master,,MIT License,"insulin-glucose-model-master/clab_3_2_sim.slx,insulin-glucose-model-master/clab3_1_sim.slx,insulin-glucose-model-master/CL3_prob3_v2.slx,",3,ca07aebfb0d138f7f680bc06da2b65afdd876ca1
102423583,python_SimulinkDLL,jed-frey,0,https://github.com/jed-frey/python_SimulinkDLL,Run your Simulink models as DLLs with Python.,0,https://api.github.com/repos/jed-frey/python_SimulinkDLL,2017-09-05 02:23:24.000000,2017-09-05 04:42:25.000000,2019-09-01 19:03:26.000000,,,0,0,Jupyter Notebook,0,0,,master,,"BSD 3-Clause ""New"" or ""Revised"" License","python_SimulinkDLL-master/first_order_tf/first_order_tf.slx,python_SimulinkDLL-master/Example/dllModel.slx,",2,ab468111f07fa108c42ca4aa205ba66ac703dada
102571059,Automated-Paint-Brush,JimmyHuang0904,0,https://github.com/JimmyHuang0904/Automated-Paint-Brush,Using MATLAB/Simulink to model a PRR robotic arm with PID Controllers,0,https://api.github.com/repos/JimmyHuang0904/Automated-Paint-Brush,2017-09-06 06:26:09.000000,2018-03-30 09:43:18.000000,2017-09-07 07:56:58.000000,,,0,0,Matlab,0,0,,master,,MIT License,"Automated-Paint-Brush-master/robot.mdl,Automated-Paint-Brush-master/factory_test.slx,Automated-Paint-Brush-master/factory.mdl,Automated-Paint-Brush-master/exec_ctrl_V4/exec_test.mdl,Automated-Paint-Brush-master/exec_ctrl_V4/SimulinkExecutionControl.mdl,",5,a1e32df98b07859428a53e464b767ba7a7df37cb
103150316,AS-Parallel-Serial,hefebe,0,https://github.com/hefebe/AS-Parallel-Serial,"Simulink models and MATLAB functions associated with the manuscript ""Anticipation from Sensation: Using Anticipating Synchronisation to Stabilise a System with Inherent Sensory Delay""",0,https://api.github.com/repos/hefebe/AS-Parallel-Serial,2017-09-11 15:03:05.000000,2017-09-11 15:04:03.000000,2017-09-11 15:13:35.000000,,,0,0,Matlab,0,0,,master,,MIT License,"AS-Parallel-Serial-master/SerialSystem.slx,AS-Parallel-Serial-master/ParallelSystem.slx,",2,0f63bf19c9b7dec8fb2b67cbcce3eb6a49dc0997
103269463,uuv,enricoande,0,https://github.com/enricoande/uuv,Matlab/Simulink model of UUV dynamics,0,https://api.github.com/repos/enricoande/uuv,2017-09-12 12:45:02.000000,2020-01-21 17:31:04.000000,2017-11-11 10:13:22.000000,,,5,5,C,8,0,,master,,MIT License,"uuv-master/models/uuvSim_simple.slx,uuv-master/models/rovSim_los.slx,uuv-master/extra/rovSim_trj.slx,",3,0b1d1e1db3372d40a59454aa7682085ec9398881
104482101,lib_DEVKITMPC5744P,jed-frey,0,https://github.com/jed-frey/lib_DEVKITMPC5744P,Higher level abstraction layer for DEVKIT_MPC5744P Simulink Models,0,https://api.github.com/repos/jed-frey/lib_DEVKITMPC5744P,2017-09-22 14:13:04.000000,2020-01-15 07:58:28.000000,2018-02-09 01:08:37.000000,,,1,1,M,0,0,,master,,"BSD 3-Clause ""New"" or ""Revised"" License","lib_DEVKITMPC5744P-master/devkit_mpc5744p.slx,",1,1b144972c78dffba360386e6bed04b492113cd6a
105222275,cf-geometric-matlab,arlk,0,https://github.com/arlk/cf-geometric-matlab,A Simulink implementation of the geometric controller on a simple Crazyflie model,0,https://api.github.com/repos/arlk/cf-geometric-matlab,2017-09-29 02:46:14.000000,2019-09-14 01:18:13.000000,2017-09-29 03:03:37.000000,,,1,1,Matlab,0,0,,master,,Other,"cf-geometric-matlab-master/cf_model.slx,",1,2d3b2d0c680438e6371e6a9f3695ab84598af084
105565244,ELEC341,FSXAC,0,https://github.com/FSXAC/ELEC341,PID Control Project in MATLAB and Simulink for 3rd year controls course ELEC 341 at UBC,0,https://api.github.com/repos/FSXAC/ELEC341,2017-10-02 17:46:00.000000,2019-04-04 19:06:34.000000,2017-12-24 07:08:46.000000,,,0,0,Matlab,0,0,,master,,MIT License,"ELEC341-master/printer/printer_2017a.slx,ELEC341-master/printer/printer.slx,",2,6f47d4868ede710274a899eb3fc6be03ae406308
108085380,simulink_mavlink,aditya00j,0,https://github.com/aditya00j/simulink_mavlink,MAVLink communication support for Simulink,0,https://api.github.com/repos/aditya00j/simulink_mavlink,2017-10-24 06:21:06.000000,2019-10-29 10:39:25.000000,2018-02-14 05:19:21.000000,,,11,11,C,14,1,,master,,MIT License,"simulink_mavlink-master/examples/example_use_sfunctions.slx,",1,b312d9f3a24fd742b5c2b2035d648a5230c82542
109096281,Simulink-LTE-16QAM,BehindTheSciences,0,https://github.com/BehindTheSciences/Simulink-LTE-16QAM,"This is one of the first approaches to an LTE Simulink model that was developed in the world, back in 2013. It is based on  Turbo Coding, 16-QAM, OFDM and pilots. ",0,https://api.github.com/repos/BehindTheSciences/Simulink-LTE-16QAM,2017-11-01 06:38:01.000000,2019-12-27 12:14:16.000000,2017-11-01 06:53:18.000000,,,3,3,Matlab,3,0,,master,,Other,"Simulink-LTE-16QAM-master/NataliaQAM16.mdl,",1,d1b3c0fff81e52beb4a999f68bc0b384629e753d
110245018,arduino_CAN,II43,0,https://github.com/II43/arduino_CAN,MATLAB-Simulink code generation library for Arduino SparkFun CAN-BUS Shield,0,https://api.github.com/repos/II43/arduino_CAN,2017-11-10 12:32:48.000000,2017-11-10 14:57:18.000000,2018-01-30 14:01:28.000000,,,0,0,C,0,3,,master,,GNU General Public License v3.0,"arduino_CAN-master/examples/simple/arduino_CAN_simple_example.slx,arduino_CAN-master/examples/packandunpack/arduino_CAN_packandunpack_example.slx,arduino_CAN-master/build_sfunctions/arduino_CAN_sfunction_builder.slx,arduino_CAN-master/arduino_CAN_library.slx,",4,46a7fb1d45d18d6029ae6efb379433d2be84ceb9
111106878,SBGC-Simulink,JoepLinssen,0,https://github.com/JoepLinssen/SBGC-Simulink,Implementation of the SBGC API in Simulink,0,https://api.github.com/repos/JoepLinssen/SBGC-Simulink,2017-11-17 13:32:58.000000,2017-11-21 18:44:30.000000,2017-11-27 16:16:16.000000,,,0,0,C++,0,0,,master,,MIT License,"SBGC-Simulink-master/gimbal_communication.slx,",1,64548abb39f212a14191224ab4642f973fbbbe38
111930670,Lego_nxt_car,OpenCadd,0,https://github.com/OpenCadd/Lego_nxt_car,MATLAB /SIMULINK aplicado em Lego NXT Mindstorm,0,https://api.github.com/repos/OpenCadd/Lego_nxt_car,2017-11-24 15:07:39.000000,2017-11-24 15:37:03.000000,2017-11-24 15:37:03.000000,,,0,0,Matlab,0,0,,master,,MIT License,"Lego_nxt_car-master/ModelingLogic_RobotControl/ModelingLogic_RobotControl/models/Logic_RobotControl.slx,",1,1a92465615882f6da05681b13c182666d563287c
112208578,SimulinkToolchain,worldwidemv,0,https://github.com/worldwidemv/SimulinkToolchain,"Simulink Toolchain Repository for Soft-Realtime code generation with the basic structure, utilising Git submodules, and, some managment scripts.",0,https://api.github.com/repos/worldwidemv/SimulinkToolchain,2017-11-27 14:47:26.000000,2019-11-04 03:09:09.000000,2018-08-01 14:50:21.000000,,,2,2,Matlab,0,0,,master,"soft-realtime,code-generation,simulink",GNU General Public License v3.0,"SimulinkToolchain-master/Matlab_UsefulStuff/StartSkript/MinimalExample/MinimalExample.slx,SimulinkToolchain-master/Matlab_UsefulStuff/BatchSimulation/batchSimulationExample/PID_Controller.slx,",2,4ae16c1735ebc926421e247f65c891bd51a9799c
112226140,SimulinkBlock_RehaMove3,worldwidemv,0,https://github.com/worldwidemv/SimulinkBlock_RehaMove3,The RehaMove3 block for the Soft-Realtime Simulink toolbox found at https://github.com/worldwidemv/SimulinkToolchain.,0,https://api.github.com/repos/worldwidemv/SimulinkBlock_RehaMove3,2017-11-27 17:22:52.000000,2019-11-20 23:56:49.000000,2019-11-20 23:56:47.000000,,,1,1,C++,0,0,,master,"rehamove3,hasomed,soft-realtime,simulink",GNU General Public License v3.0,"SimulinkBlock_RehaMove3-master/examples/block_RehaMove3/test_RehaMove3_block__MidLevel.slx,SimulinkBlock_RehaMove3-master/examples/block_RehaMove3/test_RehaMove3_block__LowLevel2.slx,SimulinkBlock_RehaMove3-master/examples/block_RehaMove3/test_RehaMove3_block__LowLevel1_simple.slx,SimulinkBlock_RehaMove3-master/examples/block_RehaMove3/test_RehaMove3_block__LowLevel1.slx,SimulinkBlock_RehaMove3-master/LIB_RehaMove3.slx,",5,31a08db1572e26a041a2098922eb489b53a7deb0
112515499,ros_sim_template,DavidTorresOcana,0,https://github.com/DavidTorresOcana/ros_sim_template,A ROS node template to embed Simulink generated C++ code,0,https://api.github.com/repos/DavidTorresOcana/ros_sim_template,2017-11-29 19:00:15.000000,2017-12-02 13:42:28.000000,2017-12-02 13:36:19.000000,,,0,0,C++,0,0,,master,,GNU General Public License v3.0,"ros_sim_template-master/src/dbx_control.slx,",1,09ea5e357bc2cda0451904fd8f33c069d6d20d27
116091662,Analysis_of_a_Nonlinear_Electromechanical_Plant,sichkar-valentyn,0,https://github.com/sichkar-valentyn/Analysis_of_a_Nonlinear_Electromechanical_Plant,Analysis of a Nonlinear Electromechanical Plant in Matlab Using Simulink Model,0,https://api.github.com/repos/sichkar-valentyn/Analysis_of_a_Nonlinear_Electromechanical_Plant,2018-01-03 04:34:05.000000,2019-08-31 23:33:18.000000,2019-07-19 04:06:12.000000,,,1,1,MATLAB,0,0,,master,"simulink-model,mdf,analysis,matlab,angular-velocities",MIT License,"Analysis_of_a_Nonlinear_Electromechanical_Plant-master/NonLinearStabSystem.mdl,Analysis_of_a_Nonlinear_Electromechanical_Plant-master/NonLinearPlant.mdl,",2,6714294af56a76854007059978b5bc1f937cef5c
116362118,Synthesis_SS_Controller,sichkar-valentyn,0,https://github.com/sichkar-valentyn/Synthesis_SS_Controller,Synthesis of SS Controller in Matlab using Simulink,0,https://api.github.com/repos/sichkar-valentyn/Synthesis_SS_Controller,2018-01-05 08:36:20.000000,2019-08-31 23:33:02.000000,2019-07-19 04:07:23.000000,,,1,1,MATLAB,1,0,,master,"simulink,synthesis,simulink-model,matlab,controller-synthesis,ss-controller,plant-simulation",MIT License,"Synthesis_SS_Controller-master/System_without_Observer.mdl,",1,99f7242530329a999d128abe92e2b3ad5c0cb7e1
116579475,FoldingMechanisms,JaschaParis,0,https://github.com/JaschaParis/FoldingMechanisms,Simulink library for Folding Mechansims,0,https://api.github.com/repos/JaschaParis/FoldingMechanisms,2018-01-07 16:07:28.000000,2018-06-24 16:36:42.000000,2018-06-24 16:36:41.000000,,,0,0,Matlab,1,0,,master,,Eclipse Public License 1.0,"FoldingMechanisms-master/FoldingMechanisms.slx,",1,3181647faa4e41780f39d7e0076b3338e7436882
117495868,py-udp-autobox,hayoung-kim,0,https://github.com/hayoung-kim/py-udp-autobox,Python and simulink files to send messages through ethernet(UDP) from linux to MicroAutobox,0,https://api.github.com/repos/hayoung-kim/py-udp-autobox,2018-01-15 04:09:01.000000,2018-01-15 05:22:18.000000,2018-01-15 04:51:08.000000,,,1,1,Python,0,1,,master,,MIT License,"py-udp-autobox-master/receiver-autobox/udp_autobox.mdl,",1,b4f7922fb599c0df1235abcdc441dda9d97b89f4
120771995,car-following-model,thoenselaar,0,https://github.com/thoenselaar/car-following-model,Car following model created in Matlab/Simulink using the Intelligent Driver Model (IDM),0,https://api.github.com/repos/thoenselaar/car-following-model,2018-02-08 14:30:04.000000,2019-12-11 08:27:00.000000,2018-03-15 11:38:14.000000,,,8,8,Matlab,3,0,,master,,MIT License,"car-following-model-master/car_following_model.slx,",1,72bc908ad1c04fab839075afc63b82fa7dec8f0a
