,id,repo_name,owner_name,is_private,project_url,Description,is_forked,api_url,created_at,updated_at,pushed_at,homepage_url,size_in_kb,stargazers_count,watchers_count,language,forks_count,open_issues_count,master_branch,default_branch,Topics,license,model_files,num_model_file,version_sha,updated-created,desc_word_count,numeric_cluster
62,56873326,SimulinkLibraryForJava,harmanpa,0,https://github.com/harmanpa/SimulinkLibraryForJava,Fork of https://www.cqse.eu/en/products/simulink-library-for-java/overview/,0,https://api.github.com/repos/harmanpa/SimulinkLibraryForJava,2016-04-22 17:26:59.000000,2016-04-22 17:30:42.000000,2016-04-22 17:30:39.000000,,,0,0,Java,0,0,,master,,Apache License 2.0,"SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.util/model01.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.targetlink/tl_newstyle_data.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.targetlink/tl_blocklib.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.targetlink/model1.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.smoke/unconnected_lines.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.smoke/test.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.smoke/slerror.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.smoke/self_loop.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.smoke/dotproduct.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model/sub/test_library.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model/sub/sub_library.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model/sub/child_model.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model/remove.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model/parent_model.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model/manual_switch_8.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model/manual_switch_7.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model/libs/simple_library.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model/libs/simple_library.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model/libs/lib_user.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model/libs/lib_user.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model/cross_subsystem_line.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model/chirpSignal.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.stateflow/chart_input.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/unconnected_lines.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/unconnected_lines.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/sum_block.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/sum_block.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/special_ports.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/special_ports.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/rotated_flipped.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/rotated_flipped.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/ports2.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/ports2.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/ports1.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/ports1.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/port_labels.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/port_labels.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/link_type.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/link_type.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/line_labels.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/line_labels.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/labels.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/labels.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/colors.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/colors.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.model.datahandler/annotations.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/unconnected_lines_2013a.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/unconnected_lines_2013a.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/unconnected_lines.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/ports_2013a.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/ports_2013a.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/ports.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/model02_2013a.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/model02_2013a.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/model02.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/model01_2013a.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/model01_2013a.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/model01.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/branching_2013a.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/branching_2013a.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/branching.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/annotations_2013a.slx,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/annotations_2013a.mdl,SimulinkLibraryForJava-master/test-data/org.conqat.lib.simulink.builder/annotations.mdl,",64,7214ec7033c4bf37c68e328f11531cdd9497322d,0,3,0
66,60670130,BLDC_Simulink,dinart,0,https://github.com/dinart/BLDC_Simulink,Simulink Simulation of BLDC Motor,0,https://api.github.com/repos/dinart/BLDC_Simulink,2016-06-08 05:11:27.000000,2018-01-08 09:56:10.000000,2016-06-24 15:40:04.000000,,,1,1,Matlab,0,0,,master,,GNU General Public License v3.0,"BLDC_Simulink-master/BLDC_CTRL_MODELO.slx,",1,7b012f7258dbf7ea2bd2ad34e989a80cc6a82464,579,5,0
69,66671966,JSBSim-Matlab-Simulink,podhrmic,0,https://github.com/podhrmic/JSBSim-Matlab-Simulink,for reference only -> S function for Simulink integration,0,https://api.github.com/repos/podhrmic/JSBSim-Matlab-Simulink,2016-08-26 18:51:47.000000,2019-02-27 08:06:55.000000,2016-08-29 21:03:00.000000,,,0,0,C++,0,0,,master,,MIT License,"JSBSim-Matlab-Simulink-master/jsbsimgui_test.mdl,",1,d42058d4e954791c421e51ffec81a2c8785cfb1e,915,9,0
72,69243304,STOICAL,RWTH-IFHT,0,https://github.com/RWTH-IFHT/STOICAL,A Toolbox for Efficient Parameter and Structure Variation of Simulation Models in Simulink,0,https://api.github.com/repos/RWTH-IFHT/STOICAL,2016-09-26 11:25:45.000000,2016-11-24 22:29:23.000000,2017-04-11 12:10:40.000000,,,1,1,Matlab,0,0,,master,,GNU General Public License v3.0,"STOICAL-master/doc/example/Example_3/model_per_step/STOICAL_example_3_Step02_ActivateSTOICAL.slx,STOICAL-master/doc/example/Example_3/model_per_step/STOICAL_example_3_Step01_ExtendModell.slx,STOICAL-master/doc/example/Example_3/model_per_step/STOICAL_example_3_Step00_ExistingModell.slx,STOICAL-master/doc/example/Example_3/STOICAL_example_3.slx,STOICAL-master/doc/example/Example_2/model_per_step/STOICAL_example_2_Step03_Activation.slx,STOICAL-master/doc/example/Example_2/model_per_step/STOICAL_example_2_Step02_ExtensionSTOICALElements.slx,STOICAL-master/doc/example/Example_2/model_per_step/STOICAL_example_2_Step01_ModelExtension.slx,STOICAL-master/doc/example/Example_2/model_per_step/STOICAL_example_2_Step00_ExistingModell.slx,STOICAL-master/doc/example/Example_2/STOICAL_example_2.slx,STOICAL-master/doc/example/Example_1/model_per_step/STOICAL_example_1_Step03_Simulate.slx,STOICAL-master/doc/example/Example_1/model_per_step/STOICAL_example_1_Step02e_SaveDefaultValues.slx,STOICAL-master/doc/example/Example_1/model_per_step/STOICAL_example_1_Step02d_ActivateVariants.slx,STOICAL-master/doc/example/Example_1/model_per_step/STOICAL_example_1_Step02c_ActivateSignals.slx,STOICAL-master/doc/example/Example_1/model_per_step/STOICAL_example_1_Step02b_ActivateParameters.slx,STOICAL-master/doc/example/Example_1/model_per_step/STOICAL_example_1_Step02a_ConfigureSimulink.slx,STOICAL-master/doc/example/Example_1/model_per_step/STOICAL_example_1_Step01c_DefineSignals.slx,STOICAL-master/doc/example/Example_1/model_per_step/STOICAL_example_1_Step01b_DefineParameters.slx,STOICAL-master/doc/example/Example_1/model_per_step/STOICAL_example_1_Step01a_DefineModelHierarchie.slx,STOICAL-master/doc/example/Example_1/model_per_step/STOICAL_example_1_Step00_ExistingModel.slx,STOICAL-master/doc/example/Example_1/STOICAL_example_1.slx,",20,e8b2e7df7d6825cd56b7d3e3a8084e78d29777cc,59,13,0
73,73917468,Central-Difference-Kalman-Filter,teebr,0,https://github.com/teebr/Central-Difference-Kalman-Filter,Implement a generic central difference Kalman Filter (CDKF) in MATLAB/ Simulink. matlab.System object,0,https://api.github.com/repos/teebr/Central-Difference-Kalman-Filter,2016-11-16 12:20:40.000000,2018-09-20 15:10:26.000000,2017-04-03 12:20:16.000000,,,1,1,Matlab,0,0,,master,,MIT License,"Central-Difference-Kalman-Filter-master/VDP_Sim_2014b.slx,",1,f2f15969b6311331822b68c455405b3fe679c770,673,13,0
75,80558347,slQuery,arinar,0,https://github.com/arinar/slQuery,easy-as-pie API to Simulink,0,https://api.github.com/repos/arinar/slQuery,2017-01-31 20:19:18.000000,2019-07-12 19:22:33.000000,2019-07-12 19:36:57.000000,,,1,1,MATLAB,0,0,,master,,GNU General Public License v3.0,"slQuery-master/test/slQuery_testmodel.mdl,slQuery-master/test/slQuery_testlibrary.mdl,",2,50dc2ba64ba42209c02019be55385903b5da698d,892,4,0
76,80744922,kukaslxctrl,mitmedialab,0,https://github.com/mitmedialab/kukaslxctrl,A small library intended for controlling KUKA robots using KRC4 over KUKA RSI (Robot Sensor Interface) from Simulink.,0,https://api.github.com/repos/mitmedialab/kukaslxctrl,2017-02-02 16:38:20.000000,2019-10-13 11:56:45.000000,2017-03-30 16:02:50.000000,,,6,6,C,1,0,,master,,MIT License,"kukaslxctrl-master/lib/kukaslxctrl.slx,kukaslxctrl-master/examples/kukaslxctrlDemo.slx,",2,de059dcf7add31ee65e95e5448139c413fe6cdc7,983,18,0
77,81087471,arduinoSimulink,RaphvK,0,https://github.com/RaphvK/arduinoSimulink,Drivers and Examples for usage of MATLAB/Simulink with Arduino,0,https://api.github.com/repos/RaphvK/arduinoSimulink,2017-02-06 13:00:33.000000,2019-08-23 19:24:32.000000,2018-09-02 21:11:04.000000,,,1,1,C,3,0,,master,"matlab,simulink,arduino,programming,rapid-prototyping,learning",MIT License,"arduinoSimulink-master/arduinoTemplate.slx,arduinoSimulink-master/Drivers/src/arduinoDrivers_sfcnBuilders.slx,arduinoSimulink-master/Drivers/arduinoDrivers_lib.slx,",3,681797dc97fe17d4bdd39e8af066226ff7b38237,928,9,0
78,82338662,SiPh_Simulink,isgcal,0,https://github.com/isgcal/SiPh_Simulink,Simulink Library for Silicon Photonics Systems Simulation,0,https://api.github.com/repos/isgcal/SiPh_Simulink,2017-02-17 21:17:03.000000,2019-09-23 21:49:59.000000,2017-02-21 04:06:34.000000,,,8,8,Matlab,2,0,,master,,Other,"SiPh_Simulink-master/ring_mod_link.slx,SiPh_Simulink-master/ring_filter.slx,SiPh_Simulink-master/phase_shifter.slx,SiPh_Simulink-master/mzm_link.slx,SiPh_Simulink-master/SiPhotonics.slx,",5,171c6dc86b23ca39addf34fd487bd6457f39b642,948,7,0
79,82607871,catvehicle_simulink,sprinkjm,0,https://github.com/sprinkjm/catvehicle_simulink,Simulink models used in conjunction with the catvehicle project.,0,https://api.github.com/repos/sprinkjm/catvehicle_simulink,2017-02-20 22:11:43.000000,2018-05-15 03:13:47.000000,2017-03-30 02:59:34.000000,,,1,1,,1,0,,master,,"BSD 3-Clause ""New"" or ""Revised"" License","catvehicle_simulink-master/tutorials/uCanDoIt.slx,catvehicle_simulink-master/tutorials/stopafterdistance.slx,catvehicle_simulink-master/tutorials/laserscan2templateMatchPolygon.slx,catvehicle_simulink-master/tutorials/laserscan2image.slx,catvehicle_simulink-master/tutorials/imageAcquisition.slx,catvehicle_simulink-master/src/catvehicle_hoffmannFollower.slx,",6,c27548bdeadfdca5ee585d3008e8db789fa63f28,449,9,0
80,84432307,or_kiwi_control,larics,0,https://github.com/larics/or_kiwi_control,Matlab code and Simulink blocks for controlling the Kiwi SCARA robot.,0,https://api.github.com/repos/larics/or_kiwi_control,2017-03-09 11:02:12.000000,2018-01-08 14:07:23.000000,2018-01-12 13:41:41.000000,,,0,0,Matlab,0,2,,master,,MIT License,"or_kiwi_control-master/Kiwi_control.slx,",1,99936e342cbdf7d39e99c301cd56f98af927d124,305,11,0
81,84924846,qbmove-simulink,NMMI,0,https://github.com/NMMI/qbmove-simulink,Simulink libraries for qbmove device and customizations,0,https://api.github.com/repos/NMMI/qbmove-simulink,2017-03-14 08:34:14.000000,2019-07-16 12:56:41.000000,2020-01-22 15:01:21.000000,,,1,1,C++,1,2,,centropiaggio,,"BSD 3-Clause ""New"" or ""Revised"" License","qbmove-simulink-master/qbmove_example.slx,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2019a.slx,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2018b.slx,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2018a.slx,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2017b.slx,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2017a.slx,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2016b.slx,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2016a.slx,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2015b.slx,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2015a.slx,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2014b.slx,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2014a.slx,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2013b.slx,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2013a.slx,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2012b.slx,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2012a.mdl,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2011b.mdl,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2011a.mdl,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2010b.mdl,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2010a.mdl,qbmove-simulink-master/library_pacer/vers/QB_pacer_lib_2009b.mdl,qbmove-simulink-master/library_pacer/QB_pacer_lib.slx,qbmove-simulink-master/library/vers/qbmove_library_2019a.slx,qbmove-simulink-master/library/vers/qbmove_library_2018b.slx,qbmove-simulink-master/library/vers/qbmove_library_2018a.slx,qbmove-simulink-master/library/vers/qbmove_library_2017b.slx,qbmove-simulink-master/library/vers/qbmove_library_2017a.slx,qbmove-simulink-master/library/vers/qbmove_library_2016b.slx,qbmove-simulink-master/library/vers/qbmove_library_2016a.slx,qbmove-simulink-master/library/vers/qbmove_library_2015b.slx,qbmove-simulink-master/library/vers/qbmove_library_2015a.slx,qbmove-simulink-master/library/vers/qbmove_library_2014b.slx,qbmove-simulink-master/library/vers/qbmove_library_2014a.slx,qbmove-simulink-master/library/vers/qbmove_library_2013b.slx,qbmove-simulink-master/library/vers/qbmove_library_2013a.slx,qbmove-simulink-master/library/vers/qbmove_library_2012b.slx,qbmove-simulink-master/library/vers/qbmove_library_2012a.mdl,qbmove-simulink-master/library/vers/qbmove_library_2011b.mdl,qbmove-simulink-master/library/vers/qbmove_library_2011a.mdl,qbmove-simulink-master/library/vers/qbmove_library_2010b.mdl,qbmove-simulink-master/library/vers/qbmove_library_2010a.mdl,qbmove-simulink-master/library/vers/qbmove_library_2009b.mdl,qbmove-simulink-master/library/qbmove_library.slx,qbmove-simulink-master/examples/delta/qbdelta_r2018.slx,qbmove-simulink-master/examples/delta/qbdelta_r2017.slx,qbmove-simulink-master/examples/aduino/ArduinoMicro.slx,qbmove-simulink-master/examples/aduino/ArduinoDue.slx,",47,68cf4e8208e1e38fa3cbe9f43db31a593908bea4,854,7,0
82,85336181,openmeta-simulink,metamorph-inc,0,https://github.com/metamorph-inc/openmeta-simulink,"Simulink integration for OpenMETA, built using generic interfaces",0,https://api.github.com/repos/metamorph-inc/openmeta-simulink,2017-03-17 17:08:43.000000,2019-07-03 15:55:25.000000,2017-04-03 15:40:11.000000,,,1,1,Python,0,0,,master,,Other,"openmeta-simulink-master/simulink/my_library.slx,",1,bfecc87b41cddc63df4fc6240524bb7079a91727,838,8,0
83,86669768,Automated-Paint-Machine,jeffliou64,0,https://github.com/jeffliou64/Automated-Paint-Machine,"(matlab, simulink)",0,https://api.github.com/repos/jeffliou64/Automated-Paint-Machine,2017-03-30 06:58:44.000000,2019-07-04 17:28:43.000000,2017-03-30 07:02:38.000000,,,0,0,Matlab,1,0,,master,,MIT License,"Automated-Paint-Machine-master/robot.mdl,Automated-Paint-Machine-master/robot (2).mdl,Automated-Paint-Machine-master/fast.mdl,Automated-Paint-Machine-master/fast (2).mdl,Automated-Paint-Machine-master/factory.mdl,Automated-Paint-Machine-master/factory (2).mdl,",6,13d1a34522fb7668ed3a7bcf67d4312e3312d953,826,2,0
84,88051120,RLC-Circuits,MohammedRashad,0,https://github.com/MohammedRashad/RLC-Circuits,Modeling RLC circuits response by MATLAB & Simulink,0,https://api.github.com/repos/MohammedRashad/RLC-Circuits,2017-04-12 12:49:29.000000,2019-08-27 19:47:35.000000,2017-06-26 20:29:08.000000,,,2,2,Matlab,0,0,,master,"rlc-circuits,simulink,matlab,modeling",MIT License,"RLC-Circuits-master/Simulink/step_response_rlc.slx,",1,cc0503c9a12a47d0919300550a564df9f3e1a9aa,867,8,0
85,89838221,sliding-mode-inverted-pendulum,akshaykhadse,0,https://github.com/akshaykhadse/sliding-mode-inverted-pendulum,Simulink implementations of sliding mode and LQR controller for rotary inverted pendulum,0,https://api.github.com/repos/akshaykhadse/sliding-mode-inverted-pendulum,2017-04-30 08:10:45.000000,2020-01-08 12:52:30.000000,2018-05-20 17:37:33.000000,https://in.mathworks.com/matlabcentral/fileexchange/62739-akshaykhadse-smc-rip,,4,4,,1,0,,master,"lqr-controller,sliding-mode-control,inverted-pendulum,matlab,simulink",MIT License,"sliding-mode-inverted-pendulum-master/smc.mdl,sliding-mode-inverted-pendulum-master/lqr.mdl,",2,bd73e9ff536cdfd1834f1d1d6c20d86fd56fe394,983,12,0
86,92188415,NoiseCancelingHeadPhone,Odaimoko,0,https://github.com/Odaimoko/NoiseCancelingHeadPhone,use simulink to make a little Demo of Noise Canceling HeadPhone. Project of Signals And Systems Spr17@SIST Shanghaitech University.,0,https://api.github.com/repos/Odaimoko/NoiseCancelingHeadPhone,2017-05-23 15:21:37.000000,2018-01-25 17:38:07.000000,2017-05-24 02:32:48.000000,,,0,0,,1,0,,master,,Apache License 2.0,"NoiseCancelingHeadPhone-master/MainScheme.slx,NoiseCancelingHeadPhone-master/Lib.slx,NoiseCancelingHeadPhone-master/ANCHeadPhone.slx,",3,b9ff20fdba74c26579fbefc4c20df5a6029080c0,247,19,0
87,93094843,HyEQ_Toolbox,pnanez,0,https://github.com/pnanez/HyEQ_Toolbox,"The Hybrid Equation (HyEQ) Toolbox is implemented in MATLAB/Simulink for the simulation of hybrid dynamical systems. This toolbox is capable of simulating individual and interconnected hybrid systems with inputs. Examples of systems that can be simulated include a bouncing ball on a moving platform, fireflies synchronizing their flashing, and more. The Simulink implementation includes four basic blocks that define the dynamics of a hybrid system. These include a flow map, flow set, jump map, and jump set. The flows and jumps of the system are computed by the integrator system which is comprised of blocks that compute the continuous dynamics of the hybrid system, trigger jumps, update the state of the system and simulation time at jumps, and stop the simulation. Also includes a “lite simulator” which allows for faster simulation without using Simulink.",0,https://api.github.com/repos/pnanez/HyEQ_Toolbox,2017-06-01 20:02:36.000000,2017-06-01 20:11:02.000000,2017-06-01 20:10:59.000000,,,0,0,HTML,1,0,,master,,Apache License 2.0,"HyEQ_Toolbox-master/helpFiles/Matlab_Publish/MatlabScripts/Example_publish_template/Example1_7publish.mdl,HyEQ_Toolbox-master/Examples/Example_1.8-A_Simple_Example/Ex1_8e_Solution_Reaches_Boundary_of_C/Example1_8e.slx,HyEQ_Toolbox-master/Examples/Example_1.8-A_Simple_Example/Ex1_8d_Solution_Outside_C_D/Example1_8d.slx,HyEQ_Toolbox-master/Examples/Example_1.8-A_Simple_Example/Ex1_8c_Random_Rule/Example1_8c.slx,HyEQ_Toolbox-master/Examples/Example_1.8-A_Simple_Example/Ex1_8b_Flows_Enforced/Example1_8b.slx,HyEQ_Toolbox-master/Examples/Example_1.8-A_Simple_Example/Ex1_8a_Jumps_Enforced/Example1_8a.slx,HyEQ_Toolbox-master/Examples/Example_1.7-Synchronization_of_Fireflies/Example1_7.slx,HyEQ_Toolbox-master/Examples/Example_1.6-Interconnection_of_Bouncing_Ball_and_Moving_Platform/Example1_6.slx,HyEQ_Toolbox-master/Examples/Example_1.5-Vehicle_on_Path_with_Boundaries/Example1_5.slx,HyEQ_Toolbox-master/Examples/Example_1.4-Bouncing_Ball_with_Simulink_operator_blocks/Example1_4.slx,HyEQ_Toolbox-master/Examples/Example_1.3-Bouncing_Ball_with_Input/Example1_3.slx,HyEQ_Toolbox-master/Examples/Example_1.2a-Bouncing_Ball_with_simulink_External_files/Example_1_2a.slx,HyEQ_Toolbox-master/Examples/CPS_examples/ZOH/ZOH_example.slx,HyEQ_Toolbox-master/Examples/CPS_examples/Network_2/Network_2_example.slx,HyEQ_Toolbox-master/Examples/CPS_examples/Network_1/Network_example.slx,HyEQ_Toolbox-master/Examples/CPS_examples/FSM/FSM_example.slx,HyEQ_Toolbox-master/Examples/CPS_examples/ContinuousPlant_2/ContinuousPlant2_example.slx,HyEQ_Toolbox-master/Examples/CPS_examples/ContinuousPlant/ContinuousPlant_example.slx,HyEQ_Toolbox-master/Examples/CPS_examples/ADC_V002/ADC_example2.slx,HyEQ_Toolbox-master/Examples/CPS_examples/ADC_V001/ADC_example1.slx,HyEQ_Toolbox-master/CommonFiles/simulinkBased/Library2014b/HyEQ_Optimized.slx,HyEQ_Toolbox-master/CommonFiles/simulinkBased/Library2014b/HyEQ_No_C_Compiler.slx,HyEQ_Toolbox-master/CommonFiles/simulinkBased/Library2014b/HyEQ_Library_R2012a.slx,HyEQ_Toolbox-master/CommonFiles/simulinkBased/Library2014b/Ex_1_8_Subblocks.slx,HyEQ_Toolbox-master/CommonFiles/simulinkBased/Library2011a/HyEQ_Optimized.mdl,HyEQ_Toolbox-master/CommonFiles/simulinkBased/Library2011a/HyEQ_No_C_Compiler.mdl,HyEQ_Toolbox-master/CommonFiles/simulinkBased/Library2011a/HyEQ_Library_R2011a.mdl,HyEQ_Toolbox-master/CommonFiles/simulinkBased/Library2011a/Ex_1_8_Subblocks.mdl,",28,89755396bb7f8dd17ae071111c7df3a7dfa61d02,0,134,0
88,93149853,Matlab-Simulink,moment-of-peace,0,https://github.com/moment-of-peace/Matlab-Simulink,Matlab programs and Simulink models,0,https://api.github.com/repos/moment-of-peace/Matlab-Simulink,2017-06-02 09:26:07.000000,2017-06-04 00:24:35.000000,2017-11-10 12:41:35.000000,,,0,0,Matlab,0,0,,master,"matlab-programs,simulink-model,matlab-simulink",GNU Lesser General Public License v3.0,"Matlab-Simulink-master/rician-channel/rician_channel_sin.slx,Matlab-Simulink-master/rician-channel/rician_channel_rectangular.slx,Matlab-Simulink-master/rician-channel/doppler_filter.slx,",3,18c3269053c1530639b6eb1241f2dbe216492553,2,5,0
89,93419327,modem-phy,tfcollins,0,https://github.com/tfcollins/modem-phy,MATLAB/Simulink Physical layer design for wireless modem,0,https://api.github.com/repos/tfcollins/modem-phy,2017-06-05 15:36:01.000000,2018-05-17 18:28:30.000000,2018-04-24 20:36:12.000000,,,1,1,Matlab,1,1,,master,,Other,"modem-phy-master/test/utilmodels/tx.slx,modem-phy-master/test/utilmodels/rx.slx,modem-phy-master/test/hdl_design/combinedTxRx.slx,modem-phy-master/test/Receiver_UnderTest_Float.slx,modem-phy-master/test/Receiver_UnderTest_Fixed.slx,modem-phy-master/FloatingPoint/RxFloatingPointLibrary.slx,modem-phy-master/FloatingPoint/RadioReceiver.slx,modem-phy-master/FixedPoint/deprecated/combinedTxRx_ADIDMA.slx,modem-phy-master/FixedPoint/demos/external_mode/combinedTxRx_ExternalMode.slx,modem-phy-master/FixedPoint/demos/external_mode/Interface_Model.slx,modem-phy-master/FixedPoint/demos/Standard_IQ/combinedTxRx_StandardIQ.slx,modem-phy-master/FixedPoint/demos/Standard_IQ/Interface_Model_Tx.slx,modem-phy-master/FixedPoint/demos/FPGA_Capture/Receiver_FPGACap.slx,modem-phy-master/FixedPoint/demos/FPGA_Capture/FPGADataCapture_model.slx,modem-phy-master/FixedPoint/demos/AXI_MM/combinedTxRx_AXI_MM.slx,modem-phy-master/FixedPoint/demos/AXI_MM/Interface_Model.slx,modem-phy-master/FixedPoint/demos/ADI_AXIMM/combinedTxRx_ADIDMA.slx,modem-phy-master/FixedPoint/Transmitter.slx,modem-phy-master/FixedPoint/RxTxFixedPointLibrary_noscopes.slx,modem-phy-master/FixedPoint/RxTxFixedPointLibrary.slx,modem-phy-master/FixedPoint/Receiver.slx,",21,a576321d2d25940774eceb5a98ee0d82324fdd83,346,7,0
90,94040031,trunk-robot-model-generator,ivanp7,0,https://github.com/ivanp7/trunk-robot-model-generator,Set of MATLAB scripts to generate Simulink models of elephant trunk robotic manipulators,0,https://api.github.com/repos/ivanp7/trunk-robot-model-generator,2017-06-12 00:21:46.000000,2017-06-12 00:22:36.000000,2018-03-06 12:32:50.000000,,,0,0,Matlab,0,0,,master,,MIT License,"trunk-robot-model-generator-master/model_environment.slx,trunk-robot-model-generator-master/mechanisms/m_W.slx,trunk-robot-model-generator-master/mechanisms/m_RRRP.slx,trunk-robot-model-generator-master/mechanisms/m_3SPS.slx,",4,79bcce0ce6ea19c922db031de7d3e1c2b9118ab4,0,13,0
